id,deviceManufacturer,deviceModel,deviceSerialNumber,deviceCategory,deviceEntryDate,country
ITA-115887,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115888,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115889,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115890,Trusted DC,unknown,VMWARE-42 32 57 EE 58 3E FF B8-99 8E 8E 3C 1B E7 1D D6,SERVER,2020-03-22,GB
ITA-115892,Dell,PowerEdge R640,9QCGD53,SERVER,2020-03-22,GB
ITA-115891,Dell,PowerEdge R640,BQCGD53,SERVER,2020-03-22,GB
ITA-115893,Dell,PowerEdge R640,8QCGD53,SERVER,2020-03-22,GB
ITA-115894,Dell,PowerEdge R640,6QCGD53,SERVER,2020-03-22,GB
ITA-115895,Dell,PowerEdge R640,7QCGD53,SERVER,2020-03-22,GB
ITA-115896,Dell,PowerEdge R730xd,BPG3NK2,SERVER,2020-03-22,GB
ITA-115897,Dell,PowerEdge R640,7YSBQF3,SERVER,2020-03-22,GB
ITA-115898,Dell,PowerEdge R640,5YSBQF3,SERVER,2020-03-22,GB
ITA-115899,Dell,PowerEdge R640,4YSBQF3,SERVER,2020-03-22,GB
ITA-115900,Dell,PowerEdge R640,6YSBQF3,SERVER,2020-03-22,GB
ITA-115901,Trusted DC,unknown,VMWARE-42 32 5E 16 58 F9 52 81-B1 07 2D C0 E8 45 A7 C7,SERVER,2020-03-22,GB
ITA-115902,Trusted DC,unknown,VMWARE-42 32 BF B4 44 45 6C 0F-DC 00 73 83 A6 8F DD EC,SERVER,2020-03-22,GB
ITA-115903,Trusted DC,unknown,VMWARE-42 32 CD BB FB 0F 4F 80-23 65 6F D4 59 E2 9E 22,SERVER,2020-03-22,GB
ITA-115904,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115906,Trusted DC,unknown,VMWARE-42 32 0C DA 16 38 30 8B-17 B6 7C 79 56 8A DA 8A,SERVER,2020-03-22,GB
ITA-115908,Trusted DC,unknown,VMWARE-42 32 52 17 5E D0 70 53-9C AE 93 E4 9C C6 0D 4F,SERVER,2020-03-22,GB
ITA-115909,Trusted DC,unknown,VMWARE-42 32 E5 44 A4 E3 76 42-EB E8 82 FD 05 5E 51 92,SERVER,2020-03-22,GB
ITA-115910,Trusted DC,unknown,VMWARE-42 32 7B 83 70 26 D1 5B-45 CB 33 AD 6D EC 9E 62,SERVER,2020-03-22,GB
ITA-115911,Trusted DC,unknown,VMWARE-42 32 AF 26 62 70 EB 42-10 96 E5 86 E0 F8 4D DD,SERVER,2020-03-22,GB
ITA-115912,Trusted DC,unknown,VMWARE-42 32 72 B8 26 B5 99 C1-42 5C 64 DE 8E 40 D9 03,SERVER,2020-03-22,GB
ITA-115913,Trusted DC,unknown,VMWARE-42 32 F3 68 F2 8E 6A 64-83 EA 84 EB 57 99 EF EA,SERVER,2020-03-22,GB
ITA-115914,Trusted DC,unknown,VMWARE-42 32 71 FF 54 72 3A 50-32 9E 7C 44 51 96 F2 25,SERVER,2020-03-22,GB
ITA-115915,Trusted DC,unknown,VMWARE-42 32 52 8A C3 7C C4 68-A3 B5 9E 36 0B 99 69 2C,SERVER,2020-03-22,GB
ITA-115917,Trusted DC,unknown,VMWARE-42 32 B9 03 01 82 C3 3D-03 FC FE FE A3 ED 91 ED,SERVER,2020-03-22,GB
ITA-115916,Trusted DC,unknown,VMWARE-42 20 7B A6 10 EF CB 93-98 E6 4E 32 ED A0 A7 63,SERVER,2020-03-22,GB
ITA-115918,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115919,Trusted DC,unknown,VMWARE-42 20 86 83 21 EA 11 32-F9 22 78 35 16 73 35 84,SERVER,2020-03-22,GB
ITA-115920,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115921,Trusted DC,unknown,VMWARE-42 32 9E C1 87 73 80 8D-00 32 B2 93 1B 92 79 8B,SERVER,2020-03-22,GB
ITA-115922,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115923,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115924,Trusted DC,unknown,VMWARE-42 32 9F BD DC 98 B0 B8-A8 D6 50 15 71 D7 67 24,SERVER,2020-03-22,GB
ITA-115925,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115926,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115927,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-98179,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-117010,Cisco,WS-C2960S-24TD-L,FOC1435X2S5,SERVER,2020-03-22,GB
ITA-98180,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98181,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98182,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-117011,Checkpoint,UTM-1 276 Total S (SECONDARY),0940B00432,SERVER,2020-03-22,GB
ITA-117012,Checkpoint,UTM-1 276 Total S (PRIMARY),0927B00594,SERVER,2020-03-22,GB
ITA-98183,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115928,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-98184,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115929,Trusted DC,unknown,VMWARE-42 22 AB 59 F4 6C 03 30-70 46 AF E0 E6 EE EC FC,SERVER,2020-03-22,GB
ITA-115930,Trusted DC,unknown,VMWARE-42 1A 50 B2 37 80 B5 98-C0 93 32 AB 40 4B 15 A5,SERVER,2020-03-22,GB
ITA-115931,Trusted DC,unknown,VMWARE-42 20 B2 C2 F4 9B 1D 24-F5 B8 52 A9 EE 9E 5D F5,SERVER,2020-03-22,GB
ITA-115932,Trusted DC,unknown,VMWARE-42 22 CE 69 50 49 F7 F2-A6 7D AC DC 8C A0 D3 60,SERVER,2020-03-22,GB
ITA-115933,Trusted DC,unknown,VMWARE-42 1A 23 BA 24 7A E7 4D-B5 DB D5 02 61 E6 23 20,SERVER,2020-03-22,GB
ITA-115934,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-98185,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98187,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98186,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98188,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98189,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98190,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115939,Trusted DC,unknown,VMWARE-42 20 F6 46 98 F0 11 FB-FE BF 2A 6A 62 5E 03 9F,SERVER,2020-03-22,GB
ITA-98191,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115940,Trusted DC,unknown,VMWARE-42 22 29 BF B5 38 B3 89-BC F8 11 FE E9 F8 53 D4,SERVER,2020-03-22,GB
ITA-115942,Trusted DC,unknown,VMWARE-42 1A 36 6A 76 13 30 D5-98 61 96 C8 C9 8E 5C 8A,SERVER,2020-03-22,GB
ITA-98192,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98193,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98194,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98195,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-125451,Avaya,IP Office 500 V2,18WZ2800CLHD,SERVER,2015-03-17,AE
ITA-80837,Avaya,IP500 V2,17WZ0840C0PX,SERVER,2002-02-22,HU
ITA-92095,Panasonic,NS1000,9BATU004829,SERVER,2013-07-17,GR
ITA-92096,Panasonic,NS500,8CATX037229,SERVER,2013-07-17,GR
ITA-115150,Local DC,unknown,unknown,SERVER,2020-03-22,IT
ITA-98196,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-218799,Dell EMC,Datadomain DD6300,APM00193717393,SERVER,2009-12-18,MX
ITA-218191,Dell EMC,PowerEdge FC640,JRYT9Z2,SERVER,2008-12-18,MX
ITA-218192,Dell EMC,PowerEdge FC640,HXNDBZ2,SERVER,2008-12-18,MX
ITA-218194,Dell EMC,PowerEdge FC640,JRYV4Z2,SERVER,2007-12-18,MX
ITA-218195,Dell EMC,PowerEdge FC640,JRYV9Z2,SERVER,2007-12-18,MX
ITA-218196,Dell EMC,PowerEdge R740,2WP6MR2,SERVER,2022-11-22,MX
ITA-218189,Dell EMC,PowerEdge FX2s,JSCW4Z2,SERVER,2009-12-18,MX
ITA-218797,Dell EMC,unknown,APM00193723081,SERVER,2009-12-18,MX
ITA-218800,Dell EMC,Datadomain DD6300,APM00193717394,SERVER,2009-12-18,MX
ITA-218198,Dell EMC,PowerEdge FC640,JRYT4Z2,SERVER,2007-12-18,MX
ITA-218199,Dell EMC,PowerEdge FC640,G2H7BZ2,SERVER,2006-12-18,MX
ITA-218197,Dell EMC,PowerEdge FX2s,JSCV9Z2,SERVER,2008-12-18,MX
ITA-218798,Dell EMC,unknown,APM00193723082,SERVER,2009-12-18,MX
ITA-218193,Dell EMC,PowerEdge FX2s,JSCW9Z2,SERVER,2008-12-18,MX
ITA-218521,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-227540,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227541,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227542,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-218523,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218522,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218525,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218524,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218526,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-224136,Local DC,unknown,unknown,SERVER,2028-12-22,MX
ITA-218527,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218530,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218529,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218532,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-227543,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227544,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227545,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227539,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-227546,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-218534,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218536,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218538,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218540,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218539,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218541,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218544,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218542,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218543,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218545,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218548,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218546,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218549,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218547,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218551,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218550,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218552,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218553,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218554,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218555,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218556,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218558,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218557,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218559,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218561,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218560,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218563,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218562,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218564,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218565,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218567,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218566,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218568,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218570,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218569,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218572,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218571,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218574,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218573,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218575,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218577,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218576,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218578,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218580,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218579,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218582,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218581,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218171,VMware,unknown,unknown,SERVER,2022-11-22,MX
ITA-218173,VMware,unknown,unknown,SERVER,2022-11-22,MX
ITA-218584,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218583,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218585,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218586,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218588,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218587,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218589,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218590,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218592,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218591,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218594,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218593,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-224147,Local DC,unknown,unknown,SERVER,2028-12-22,MX
ITA-218596,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218595,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218598,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218597,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218600,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218599,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218602,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218601,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218604,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218603,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218606,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218605,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218607,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218609,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-224145,Local DC,unknown,unknown,SERVER,2028-12-22,MX
ITA-224146,Local DC,unknown,unknown,SERVER,2028-12-22,MX
ITA-218608,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218610,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218612,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218611,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218613,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218614,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218616,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218615,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218617,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218619,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218618,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218620,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218622,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218621,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218625,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218623,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218624,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218626,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218627,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218628,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218629,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218631,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218630,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218632,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218634,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218633,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218635,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218637,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218636,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218638,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218640,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218639,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218641,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218643,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218642,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218644,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218645,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218647,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218646,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218648,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218650,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218649,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218652,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218651,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218653,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218655,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218654,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218657,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218656,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218658,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-227548,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-218659,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218661,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218660,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218662,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218664,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218663,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218666,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218665,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218668,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-224144,Local DC,unknown,unknown,SERVER,2028-12-22,MX
ITA-218667,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218670,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218669,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218672,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218671,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218674,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218673,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218676,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218675,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218677,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218678,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218680,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-227547,Local DC,unknown,unknown,SERVER,2017-01-23,MX
ITA-218679,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218681,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218683,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218682,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-218685,Local DC,unknown,unknown,SERVER,2023-11-22,MX
ITA-76787,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-76788,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,BR
ITA-115950,Trusted DC,unknown,VMWARE-42 20 BA 38 89 54 5E 34-1A 81 F4 7C C8 3D 24 74,SERVER,2020-03-22,GB
ITA-98198,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-116978,SUN,unknown,unknown,SERVER,2020-03-22,GB
ITA-98197,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98199,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98200,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115951,Trusted DC,unknown,VMWARE-42 1A A0 62 0C 59 15 29-CD B8 D6 C3 13 9B 10 A9,SERVER,2020-03-22,GB
ITA-115952,Trusted DC,unknown,VMWARE-42 1A 29 D8 64 8A 3B E4-46 14 80 37 C2 83 BE 42,SERVER,2020-03-22,GB
ITA-115953,Trusted DC,unknown,VMWARE-42 1A 0F 42 C0 9A 6D E9-DB 79 1D B9 9E B4 53 F5,SERVER,2020-03-22,GB
ITA-115954,Trusted DC,unknown,VMWARE-42 1A 4F 3A 94 5A A4 F0-EA 2A 22 7C 45 B4 CF 9A,SERVER,2020-03-22,GB
ITA-115955,Trusted DC,unknown,VMWARE-42 1A 1C FD 20 BE 28 AB-19 09 20 9B E9 38 17 CD,SERVER,2020-03-22,GB
ITA-115956,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-98201,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-117014,Cisco,WS-C2960-48PST-L,FOC1348W89Q,SERVER,2020-03-22,GB
ITA-117016,Cisco,WS-C2960-48PST-L,FOC1611X2TB,SERVER,2020-03-22,GB
ITA-98202,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98204,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98203,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98205,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98206,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115964,Trusted DC,unknown,VMWARE-42 22 A5 66 BD 2E 8E F4-C8 5B 92 08 03 8A B7 1A,SERVER,2020-03-22,GB
ITA-115966,Trusted DC,unknown,VMWARE-42 1A DD 9D E0 CD 67 63-4F 36 DC 69 CB BB 1F 21,SERVER,2020-03-22,GB
ITA-115968,Trusted DC,unknown,VMWARE-42 20 33 38 07 89 48 51-8A 04 82 60 F7 4F 7C E3,SERVER,2020-03-22,GB
ITA-115967,Trusted DC,unknown,VMWARE-42 20 8F D2 0B F2 33 D7-97 5D 6F AE 05 38 16 F5,SERVER,2020-03-22,GB
ITA-98207,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98208,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-98209,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98210,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98211,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98213,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98212,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-115969,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115970,Trusted DC,unknown,VMWARE-42 22 32 48 6B 2B 13 BF-75 BB A0 9F 27 98 B5 DB,SERVER,2020-03-22,GB
ITA-115971,Trusted DC,unknown,VMWARE-42 22 83 EF E2 9D AA 96-03 37 94 2A E1 02 2C 1D,SERVER,2020-03-22,GB
ITA-115972,Trusted DC,unknown,VMWARE-42 22 67 BA 8C B7 F1 6F-41 EA D9 BF B0 E5 11 76,SERVER,2020-03-22,GB
ITA-115973,Trusted DC,unknown,VMWARE-42 22 8D 7D 8A 64 3A 3C-C3 8F 4F EF 2C 0D 5D 75,SERVER,2020-03-22,GB
ITA-115974,Trusted DC,unknown,VMWARE-42 22 23 15 DF F1 9D CA-69 E4 E7 59 5F DA D2 D6,SERVER,2020-03-22,GB
ITA-115975,Trusted DC,unknown,VMWARE-42 1A E6 3C 27 3D 4E 0F-D4 6A B0 1A 18 87 ED 6F,SERVER,2020-03-22,GB
ITA-115976,Trusted DC,unknown,VMWARE-42 22 77 9C AC 7C E5 F0-10 1F 6D E9 72 BD 7D 9F,SERVER,2020-03-22,GB
ITA-115977,Trusted DC,unknown,VMWARE-42 22 A6 B9 85 8A 11 1E-36 FD 6A F8 3A 3A 9B 4B,SERVER,2020-03-22,GB
ITA-98214,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98215,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98216,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98217,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98218,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-98219,ITS Integra,unknown,unknown,SERVER,2015-03-22,FR
ITA-115978,Trusted DC,unknown,VMWARE-42 22 AD BF F3 2B C6 66-E0 14 AF 31 42 AD 07 40,SERVER,2020-03-22,GB
ITA-115979,F5,BIG-IP i2600,F5-EIIR-MZHE,SERVER,2020-03-22,GB
ITA-115980,F5,BIG-IP i2600,F5-TAZD-XIVO,SERVER,2020-03-22,GB
ITA-209035,Microsoft,Standard_A1_v2,unknown,SERVER,2018-01-20,DE
ITA-209036,Microsoft,Standard_D4s_v3,unknown,SERVER,2018-01-20,DE
ITA-209037,Microsoft,Standard_D4s_v3,unknown,SERVER,2018-01-20,DE
ITA-209038,Microsoft,Standard_D4s_v3,unknown,SERVER,2023-02-20,DE
ITA-115981,Trusted DC,unknown,VMWARE-42 22 EE 14 13 B6 AD B6-02 B9 47 FC 52 62 6D 29,SERVER,2020-03-22,GB
ITA-115982,Trusted DC,unknown,VMWARE-42 22 94 6F 3D 91 0B 06-2E AF 5D F0 68 64 C7 DA,SERVER,2020-03-22,GB
ITA-115984,Trusted DC,unknown,VMWARE-42 22 BE F5 0A CF A0 08-B6 C2 5C 07 DA 07 4A 03,SERVER,2020-03-22,GB
ITA-115983,Trusted DC,unknown,VMWARE-42 22 EF 54 03 A9 82 C1-CC 82 E1 19 C6 40 93 CE,SERVER,2020-03-22,GB
