id,deviceManufacturer,deviceModel,deviceSerialNumber,deviceCategory,deviceEntryDate,country
ITA-209011,Microsoft,Standard_DS1_v2,unknown,SERVER,2028-10-20,DE
ITA-209013,Microsoft,Standard_DS1_v2,unknown,SERVER,2018-01-20,DE
ITA-115413,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-97933,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-95575,VMware,unknown,unknown,SERVER,2013-03-22,BR
ITA-97934,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97936,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98331,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98344,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97935,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98332,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98346,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98364,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97937,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97938,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-209016,Microsoft,Standard_B4ms,unknown,SERVER,2013-09-21,DE
ITA-115414,Trusted DC,unknown,VMWARE-42 20 33 06 C9 05 1F 0B-1E BF 8F CF EF 80 AC 0D,SERVER,2020-03-22,GB
ITA-209017,Microsoft,Standard_B2s,unknown,SERVER,2010-08-21,DE
ITA-115415,Trusted DC,unknown,VMWARE-42 20 30 E8 05 5A 8B 65-18 5F 79 25 63 29 05 6B,SERVER,2020-03-22,GB
ITA-115417,Trusted DC,unknown,VMWARE-42 20 5D 79 A9 CE D2 E5-84 33 1F 3F D2 B0 A8 2B,SERVER,2020-03-22,GB
ITA-115416,Trusted DC,unknown,VMWARE-42 20 D7 0D 20 22 42 E1-30 27 15 C0 1C CA B0 06,SERVER,2020-03-22,GB
ITA-115418,Trusted DC,unknown,VMWARE-42 20 2B 28 0A 69 D6 31-7C 4C 72 2F BD 9F C2 E2,SERVER,2020-03-22,GB
ITA-115419,Trusted DC,unknown,VMWARE-42 20 46 87 19 60 0D 56-75 45 98 32 01 9A D5 6A,SERVER,2020-03-22,GB
ITA-115420,Trusted DC,unknown,VMWARE-42 20 7A FE B3 46 37 13-80 77 01 E5 CD 34 14 2B,SERVER,2020-03-22,GB
ITA-97939,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97941,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97940,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97942,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115421,F5,BIG-IP i2600,F5-WWLV-IVHJ,SERVER,2020-03-22,GB
ITA-115422,F5,BIG-IP i2600,F5-WWLV-IVHJ,SERVER,2020-03-22,GB
ITA-115423,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115424,F5,BIG-IP i2600,F5-MRAG-VHXZ,SERVER,2020-03-22,GB
ITA-115425,F5,BIG-IP i2600,F5-ZDEE-LFMU,SERVER,2020-03-22,GB
ITA-115426,Trusted DC,unknown,VMWARE-42 1A D6 85 63 69 47 98-BC D0 FB 5B C7 AF E9 29,SERVER,2020-03-22,GB
ITA-115427,Trusted DC,unknown,VMWARE-42 1A 63 CC 4D 1D 92 08-0D 91 9A 79 C4 C4 A5 DE,SERVER,2020-03-22,GB
ITA-115428,Trusted DC,unknown,VMWARE-42 1A 9A 57 DA 36 5C AE-BB 7B 8C 1D BE D7 39 28,SERVER,2020-03-22,GB
ITA-115429,Trusted DC,unknown,VMWARE-42 1A A0 69 04 DE E4 A2-91 42 50 9B 26 01 B9 9F,SERVER,2020-03-22,GB
ITA-115430,Trusted DC,unknown,VMWARE-42 1A 14 C3 45 EC 24 AB-1B EE 1C BC 84 F9 00 07,SERVER,2020-03-22,GB
ITA-115431,Trusted DC,unknown,VMWARE-42 1A D6 90 8A DB 49 D2-58 B2 03 57 2D 34 56 03,SERVER,2020-03-22,GB
ITA-115432,Trusted DC,unknown,VMWARE-42 1A 4E 36 13 15 28 85-82 0E F8 6C 1F C8 72 7F,SERVER,2020-03-22,GB
ITA-115433,Trusted DC,unknown,VMWARE-42 1A EB DF 76 25 DC C9-67 09 4A F7 31 27 32 BC,SERVER,2020-03-22,GB
ITA-115434,F5,BIG-IP i2600,F5-EBSY-JJHA,SERVER,2020-03-22,GB
ITA-115436,F5,BIG-IP i2600,F5-NHJA-NLQZ,SERVER,2020-03-22,GB
ITA-115435,F5,BIG-IP i2600,F5-QMJT-ZVVR,SERVER,2020-03-22,GB
ITA-115437,F5,BIG-IP i2600,F5-OYZY-ROTU,SERVER,2020-03-22,GB
ITA-115438,Trusted DC,unknown,VMWARE-42 20 72 53 B1 07 37 F0-A9 74 91 84 62 4C E5 2B,SERVER,2020-03-22,GB
ITA-115439,Trusted DC,unknown,VMWARE-42 20 2B 52 B3 53 D8 DF-94 83 1F 31 49 A2 B7 68,SERVER,2020-03-22,GB
ITA-115440,Trusted DC,unknown,VMWARE-42 20 CD 58 4B 7C 0A 5D-2B 46 E5 F3 94 8C BE 91,SERVER,2020-03-22,GB
ITA-115441,Trusted DC,unknown,VMWARE-42 20 E6 C6 86 92 75 8D-87 C1 86 40 4D 66 8C 43,SERVER,2020-03-22,GB
ITA-115442,Trusted DC,unknown,VMWARE-42 20 F9 91 56 62 29 2F-AF 96 62 CD 3B F1 3E 23,SERVER,2020-03-22,GB
ITA-115443,Trusted DC,unknown,VMWARE-42 20 38 D9 18 BB 84 A0-77 7E 73 7E 77 96 31 AD,SERVER,2020-03-22,GB
ITA-115444,Trusted DC,unknown,VMWARE-42 20 34 4B 7B 35 F2 F3-8C 7C 38 3D 8C 2B E5 30,SERVER,2020-03-22,GB
ITA-97943,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97944,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97945,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97946,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-204157,Azure,unknown,unknown,SERVER,2001-10-22,AE
ITA-204154,Azure,unknown,unknown,SERVER,2001-10-22,AE
ITA-204190,Azure,unknown,unknown,SERVER,2003-10-22,AE
ITA-204155,Azure,unknown,unknown,SERVER,2001-10-22,AE
ITA-204153,Azure,unknown,unknown,SERVER,2001-10-22,AE
ITA-204180,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204181,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204189,Azure,unknown,unknown,SERVER,2003-10-22,AE
ITA-204179,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-204182,Azure,unknown,unknown,SERVER,2002-10-22,AE
ITA-85339,Eaton,9PX6KI,G203K27135,SERVER,2011-05-18,FR
ITA-97947,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97948,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-86058,Vertiv,Avocent ACS8000,520358678,SWITCH,2015-12-19,TR
ITA-97949,Scaleway,unknown,unknown,SERVER,2015-03-22,FR
ITA-97950,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97951,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97952,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97953,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98333,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98347,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97954,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98334,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98348,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98359,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97955,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97956,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97957,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97959,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97958,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97961,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97960,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-203696,Virtual server,unknown,unknown,SERVER,2025-09-22,BR
ITA-203697,Trusted DC,unknown,unknown,SERVER,2025-09-22,BR
ITA-92274,Local DC,unknown,unknown,SERVER,2003-03-22,JP
ITA-92276,Local DC,unknown,unknown,SERVER,2003-03-22,JP
ITA-92275,Local DC,unknown,unknown,SERVER,2003-03-22,JP
ITA-92277,Local DC,unknown,unknown,SERVER,2003-03-22,JP
ITA-95145,EMC,Unity 300,CKM00184201430,SERVER,2013-03-22,RO
ITA-95146,EMC,ML3 Tape Library,CD34FN2,SERVER,2026-11-17,RO
ITA-95147,Socomec,MASTERYS MC MAS2-MC,P193176001,SERVER,2013-03-22,RO
ITA-95149,Socomec,MASTERYS MC MAS2-MC,P179381001,SERVER,2013-03-22,RO
ITA-95148,Socomec,MASTERYS MC MAS2-MC,P487232001,SERVER,2013-03-22,RO
ITA-115445,Trusted DC,unknown,VMWARE-42 20 5C A5 87 85 55 DF-3B 17 78 9F 18 AA D3 74,SERVER,2020-03-22,GB
ITA-115446,Trusted DC,unknown,VMWARE-42 20 CE AA DD CD 67 FA-94 00 9B B2 7A 5E DF 23,SERVER,2020-03-22,GB
ITA-115447,Trusted DC,unknown,VMWARE-42 20 1C E8 A0 18 79 56-6F 2E ED F5 A5 4D 5F CA,SERVER,2020-03-22,GB
ITA-115448,Trusted DC,unknown,VMWARE-42 20 39 CA 7C FB F9 18-21 F8 22 24 03 F3 16 22,SERVER,2020-03-22,GB
ITA-115449,Trusted DC,unknown,VMWARE-42 20 6B 21 4F 40 3D D0-E5 05 4C CF 9C 17 54 67,SERVER,2020-03-22,GB
ITA-115450,Trusted DC,unknown,VMWARE-42 20 A9 DF EE 00 EB 82-D8 0D C5 BF 9F 7D 1E 7D,SERVER,2020-03-22,GB
ITA-115451,Trusted DC,unknown,VMWARE-42 20 6B AA 5F 00 B6 49-83 5C B5 06 22 F4 53 12,SERVER,2020-03-22,GB
ITA-115452,Trusted DC,unknown,VMWARE-42 20 B3 04 E4 1C 06 E3-DA 4C D8 99 4D BC 34 7E,SERVER,2020-03-22,GB
ITA-115453,Trusted DC,unknown,VMWARE-42 20 2D 50 AC 8B 81 DF-81 09 21 D7 21 E7 B8 EB,SERVER,2020-03-22,GB
ITA-115454,Trusted DC,unknown,VMWARE-42 20 46 F1 89 C2 5C A5-FD 99 FE A5 F7 B8 B2 53,SERVER,2020-03-22,GB
ITA-115455,Trusted DC,unknown,VMWARE-42 20 24 91 B1 1A 12 8C-4D 0A 1B DF B5 65 0A 88,SERVER,2020-03-22,GB
ITA-115456,Trusted DC,unknown,VMWARE-42 20 64 C2 98 E0 FE 82-D2 EC 60 E0 1A 67 98 11,SERVER,2020-03-22,GB
ITA-97962,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-95576,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-97963,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98335,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98349,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97964,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98336,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98350,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98362,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-95577,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-78886,Microsoft,Azure,unknown,SERVER,2001-02-22,BR
ITA-95578,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95579,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95580,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95581,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95582,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95583,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95584,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-78887,Microsoft,Azure,unknown,SERVER,2001-02-22,BR
ITA-95585,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95586,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95587,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95588,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95589,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95590,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95591,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95592,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-78888,Microsoft,Azure,unknown,SERVER,2001-02-22,BR
ITA-95597,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95598,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95599,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95600,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95601,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95602,Microsoft,unknown,unknown,SERVER,2013-03-22,BR
ITA-95603,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95604,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95605,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95609,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95608,Azure,unknown,unknown,SERVER,2013-03-22,BR
ITA-95610,HP,ProLiant DL380 G7,unknown,SERVER,2013-03-22,BR
ITA-95611,HP,ProLiant DL380 G7,unknown,SERVER,2013-03-22,BR
ITA-95612,HP,ProLiant DL380 G7,unknown,SERVER,2013-03-22,BR
ITA-117037,Dell,PowerEdge R610,4WGTY4J,SERVER,2020-03-22,GB
ITA-223927,Dell,PowerEdge R610,4WGTY4J,SERVER,2022-12-22,GB
ITA-97965,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-78889,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,TR
ITA-78890,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,TR
ITA-78891,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,TR
ITA-78892,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,TR
ITA-78893,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,TR
ITA-92127,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-92128,Azure,unknown,unknown,SERVER,2003-03-22,TW
ITA-92129,Azure,unknown,unknown,SERVER,2003-03-22,TW
ITA-92130,Azure,unknown,unknown,SERVER,2003-03-22,TW
ITA-214388,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214389,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214390,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214391,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214392,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-92131,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-92133,Microsft,unknown,unknown,SERVER,2003-03-22,TW
ITA-92134,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-214393,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214394,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214395,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214396,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214397,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-214398,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-92136,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-92135,Microsoft,unknown,unknown,SERVER,2003-03-22,TW
ITA-92138,Azure,unknown,unknown,SERVER,2003-03-22,TW
ITA-214399,Azure,unknown,unknown,SERVER,2007-11-22,TW
ITA-97966,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97967,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-76783,VMware,VMware Virtual Platform,unknown,SERVER,2001-02-22,IT
ITA-115457,Trusted DC,unknown,unknown,SERVER,2020-03-22,GB
ITA-115358,Oracle,ORACLE SERVER X7-2L,1752XC201D,SERVER,2020-03-22,GB
ITA-115352,Oracle,ORACLE SERVER X7-2L,1750XC208E,SERVER,2020-03-22,GB
ITA-115344,Oracle,ORACLE SERVER X6-2,1645NM10LY,SERVER,2020-03-22,GB
ITA-115345,Oracle,ORACLE SERVER X6-2,1645NM114F,SERVER,2020-03-22,GB
ITA-115356,Oracle,ORACLE SERVER X7-2L,1752XC2014,SERVER,2020-03-22,GB
ITA-115355,Oracle,ORACLE SERVER X7-2L,1752XC2018,SERVER,2020-03-22,GB
ITA-115353,Oracle,ORACLE SERVER X7-2L,1752XC200T,SERVER,2020-03-22,GB
ITA-115461,Oracle,ORACLE SERVER X6-2,1649NM10N6,SERVER,2020-03-22,GB
ITA-115462,Oracle,ORACLE SERVER X6-2,1649NM10MC,SERVER,2020-03-22,GB
ITA-115347,Oracle,ORACLE SERVER X6-2,1649NM10N6,SERVER,2020-03-22,GB
ITA-115346,Oracle,ORACLE SERVER X6-2,1649NM10MC,SERVER,2020-03-22,GB
ITA-115460,Oracle,ORACLE SERVER X6-2L,1637NM70F1,SERVER,2020-03-22,GB
ITA-115463,Oracle,ORACLE SERVER X6-2L,1649NM70V8,SERVER,2020-03-22,GB
ITA-115464,Oracle,ORACLE SERVER X6-2L,1636NM702E,SERVER,2020-03-22,GB
ITA-115465,Oracle,ORACLE SERVER X6-2L,1649NM70VF,SERVER,2020-03-22,GB
ITA-115343,Oracle,ORACLE SERVER X6-2L,1637NM70F1,SERVER,2020-03-22,GB
ITA-115349,Oracle,ORACLE SERVER X6-2L,1649NM70V8,SERVER,2020-03-22,GB
ITA-115341,Oracle,ORACLE SERVER X6-2L,1636NM702E,SERVER,2020-03-22,GB
ITA-97968,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97969,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97970,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97971,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97972,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97973,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-115466,Trusted DC,unknown,VMWARE-42 20 D3 BB 97 E6 5F 02-07 B0 2B 8B 74 2B 7C DA,SERVER,2020-03-22,GB
ITA-115467,Trusted DC,unknown,VMWARE-42 20 12 19 A2 9A 80 8A-8F CE 55 8E EB 12 FB 94,SERVER,2020-03-22,GB
ITA-115468,Trusted DC,unknown,VMWARE-42 1E E8 F3 A8 80 CB 9D-0B 5D 31 D5 BD A3 00 5C,SERVER,2020-03-22,GB
ITA-115469,Trusted DC,unknown,VMWARE-42 1A 3A ED FA D0 31 F0-AF E2 44 73 E7 F3 20 1B,SERVER,2020-03-22,GB
ITA-115470,Trusted DC,unknown,VMWARE-42 22 34 2C A7 6F D8 20-E7 E0 2F D9 BC 72 A9 F8,SERVER,2020-03-22,GB
ITA-115471,Trusted DC,unknown,VMWARE-42 1A BD FC 5E DB 3E F2-DC BA B2 86 2D 69 62 E6,SERVER,2020-03-22,GB
ITA-115472,Trusted DC,unknown,VMWARE-42 1A 4E B0 91 2A 54 F1-94 22 E4 1E D9 1F 3B 87,SERVER,2020-03-22,GB
ITA-115473,Trusted DC,unknown,VMWARE-42 1A 87 32 36 7E 26 66-53 31 63 94 73 5F 50 6A,SERVER,2020-03-22,GB
ITA-115474,Trusted DC,unknown,VMWARE-42 22 45 A0 E1 83 E9 AB-30 31 14 AD 4B D6 32 2C,SERVER,2020-03-22,GB
ITA-115475,Trusted DC,unknown,VMWARE-42 1A AA DF D6 0E 1C 20-08 CF 43 5E DA 09 BD F8,SERVER,2020-03-22,GB
ITA-115476,Trusted DC,unknown,VMWARE-42 22 71 6F 0C 53 D0 B3-71 6F 23 1B C0 6D 42 26,SERVER,2020-03-22,GB
ITA-115477,Trusted DC,unknown,VMWARE-42 1A BB 03 A0 28 A2 C7-47 30 03 94 9D 0D 30 2F,SERVER,2020-03-22,GB
ITA-115478,Trusted DC,unknown,VMWARE-42 22 0D D0 06 82 E1 89-B2 22 5B F5 E0 75 A5 3F,SERVER,2020-03-22,GB
ITA-115479,Trusted DC,unknown,VMWARE-42 1A 18 72 27 04 51 F6-F7 E3 28 BC C7 99 26 EE,SERVER,2020-03-22,GB
ITA-115480,Trusted DC,unknown,VMWARE-42 22 2C 0D D1 CD 93 3B-18 D7 D9 83 C3 A8 EA 5C,SERVER,2020-03-22,GB
ITA-115481,Trusted DC,unknown,VMWARE-42 1A 79 4D 53 A3 9C AE-E3 5D 12 73 90 1D F3 0B,SERVER,2020-03-22,GB
ITA-97974,OVH,unknown,unknown,SERVER,2015-03-22,FR
ITA-97975,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97976,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97977,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237264,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-237265,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-97978,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97979,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97980,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97981,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97982,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97984,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97983,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97986,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97985,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97987,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97988,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97989,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97990,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97991,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97992,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97993,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97995,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98357,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98358,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97994,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97996,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97997,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97998,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-97999,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237263,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98000,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98001,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98002,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237261,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-237262,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98003,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98004,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98005,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98006,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98007,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98008,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98009,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98010,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98011,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98012,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98013,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98015,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98014,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98016,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98017,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98018,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98019,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98020,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98022,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98021,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98023,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98024,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98025,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98026,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237260,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98027,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98028,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98029,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237257,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-237258,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98030,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98031,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98032,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98033,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98034,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98035,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98036,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98037,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237259,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98038,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98039,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98040,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98041,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98042,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98043,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98366,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98044,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98046,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98045,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98047,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98048,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98050,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98049,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98051,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-237256,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-237255,AWS,unknown,unknown,SERVER,2022-05-23,FR
ITA-98052,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98053,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98054,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98055,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98056,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98057,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98058,AWS,unknown,unknown,SERVER,2015-03-22,FR
ITA-98059,AWS,unknown,unknown,SERVER,2015-03-22,FR
